,movie,sentence
305,star wars,direct control territories fear keep local systems line fear battle station tagge and rebellion if rebels obtained complete
306,star wars,technical readout station possible however unlikely might find weakness exploit vader plans refer soon back hands motti any
307,star wars,attack made rebels station would useless gesture matter technical data obtained this station ultimate power universe suggest use
308,star wars,vader don proud technological terror constructed ability destroy planet insignificant next power force motti don try frighten us
309,star wars,sorcerer ways lord vader your sad devotion ancient religion helped conjure stolen data tapes given clairvoyance enough find
310,star wars,rebel hidden fort suddenly motti chokes starts turn blue vader spell vader find lack faith disturbing tarkin enough
311,star wars,vader release vader as wish tarkin this bickering pointless lord vader provide us location rebel fortress time station
312,star wars,operational crush rebellion one swift stroke tatooine wasteland speeder stops remains huge jawas sandcrawler luke ben walk among
313,star wars,smoldering rubble scattered bodies luke looks like sandpeople right look gaffi sticks bantha tracks never heard hitting anything
314,star wars,big ben crouching sand studying tracks ben but meant think these tracks side side sandpeople always ride single
315,star wars,file hide numbers luke these jawas sold us artoo threepio ben and blast points accurate sandpeople only imperial
316,star wars,stormtroopers precise luke why would imperial troops want slaughter jawas luke looks back speeder artoo threepio inspecting dead
317,star wars,jawas put two two together luke if traced robots may learned sold and would lead home luke reaches
318,star wars,sudden horrible realization races speeder jumps ben wait luke dangerous luke races leaving ben two robots alone burning
319,star wars,sandcrawler tatooine wasteland luke races across wasteland battered landspeeder tatooine lars homestead speeder roars burning homestead luke jumps
320,star wars,runs smoking holes home debris scattered everywhere looks great battle taken place luke uncle owen aunt beru uncle
321,star wars,owen luke stumbles around daze looking aunt uncle suddenly comes upon smoldering remains stunned speak hate replaces fear
322,star wars,new resolve comes space imperial tie fighter races toward death star death star detention corridor two stormtroopers open
323,star wars,electronic cell door allow several imperial guards enter princess leia face filled defiance slowly gives way fear giant
324,star wars,black torture robot enters followed darth vader vader and your highness discuss location hidden rebel base torture robot
325,star wars,gives steady beeping sound approaches princess leia extends one mechanical arms bearing large hypodermic needle door slides shut
326,star wars,long cell block hallway appears peaceful muffled screams rebel princess barely heard tatooine wasteland there large bonfire jawa
327,star wars,bodies blazing front sandcrawler ben robots finish burning dead luke drives speeder ben walks ben there nothing could
328,star wars,done luke killed droids would hands empire luke want come alderaan there nothing want learn ways force become
329,star wars,jedi like father tatooine wasteland landspeeder luke artoo threepio ben zooms across desert speeder stops bluff overlooking spaceport
330,star wars,mos eisley haphazard array low grey concrete structures semi domes harsh gale blows across stark canyon floor luke
331,star wars,adjusts goggles walks edge craggy bluff ben standing ben mos eisley spaceport never find wretched hive scum villainy
332,star wars,must cautious ben looks luke gives old jedi determined smile tatooine mos eisley street speeder stopped crowded street
333,star wars,several combat hardend stormtroopers look two robots trooper questions luke trooper how long droids luke about three four
334,star wars,seasons ben sale want trooper let see identification luke becomes nervous fumbles find id ben speaks trooper controlled
335,star wars,voice ben need see identification trooper need see identification ben these droids looking trooper these droids looking ben
336,star wars,go business trooper go business ben luke move along trooper move along move along tatooine mos eisley street
337,star wars,speeder pulls front rundown blockhouse cantina outskirts spaceport various strange forms transport including several unusual beasts burden parked
338,star wars,outside bar jawa runs begins fondle speeder threepio abide jawas disgusting creatures as luke gets speeder tries shoo
